age1,gender,income,height,kgs,kgs2,bmi,religion1,eating1,status1,marital_status1,family_type1,manglik1,horoscope,drinking1,smoking1,values1,complexion1,body1,caste_imp,created_for,employed1,father,mother,living,brothers,sisters,education1
29.0,1,7500.0,66.0,50.0,55.0,17.7915874656,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1.0,2.0,7.0,4.0,1.0,0.0,2.0,2.0
29.0,1,7500.0,69.0,65.0,47.0,21.1615630121,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,7.0,4.0,0.0,0.0,1.0,2.0
29.0,1,14167.0,71.0,74.0,54.0,22.753467447,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,4.0,1,0.0,4.0,8.0,4.0,1.0,0.0,1.0,2.0
29.0,1,45833.0,64.0,56.0,45.0,21.1914486329,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,1,1.0,5.0,7.0,4.0,0.0,1.0,0.0,2.0
29.0,1,110000.0,73.0,72.0,55.0,20.9420572716,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,5.0,7.0,4.0,0.0,0.0,1.0,2.0
29.0,1,14167.0,70.0,81.0,45.0,25.6225002246,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,8.0,5.0,1.0,0.0,1.0,3.0
29.0,1,7500.0,68.0,65.0,50.0,21.7885383868,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,1,1.0,5.0,7.0,4.0,1.0,0.0,1.0,2.0
29.0,1,4167.0,66.0,68.0,50.0,24.1965589533,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,1,2.0,4.0,2.0,6.0,1.0,1.0,0.0,2.0
29.0,1,14167.0,70.0,60.0,48.0,18.979629796,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0
29.0,1,2500.0,67.0,66.0,41.0,22.7890854534,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,4.0,6.0,7.0,0.0,1.0,0.0,1.0
29.0,1,5833.0,66.0,60.0,50.0,21.3499049588,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1,0.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0
29.0,1,14167.0,63.0,65.0,53.0,25.3842785337,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,5.0,7.0,5.0,1.0,0.0,1.0,3.0
29.0,1,2500.0,68.0,68.0,47.0,22.7941632354,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,1,0.0,4.0,6.0,4.0,1.0,0.0,0.0,2.0
29.0,1,20833.0,66.0,69.0,52.0,24.5523907026,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,5.0,2.0,4.0,1.0,1.0,0.0,3.0
29.0,1,7500.0,70.0,74.0,60.0,23.4082100817,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,0.0,5.0,6.0,4.0,1.0,1.0,0.0,2.0
29.0,1,45833.0,64.0,60.0,41.0,22.7051235352,0.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,5.0,7.0,4.0,0.0,0.0,2.0,3.0
29.0,1,14167.0,67.0,70.0,50.0,24.1702421476,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,0,0.0,5.0,8.0,4.0,1.0,0.0,0.0,2.0
29.0,1,14167.0,69.0,74.0,47.0,24.091625583,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,1.0,3.0,2.0,7.0,1.0,1.0,0.0,2.0
29.0,1,29167.0,65.0,66.0,50.0,24.2130661776,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,0,1.0,4.0,8.0,9.0,1.0,0.0,0.0,3.0
29.0,1,4167.0,65.0,62.0,45.0,22.7456076214,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,2.0,0.0,2.0
29.0,1,14167.0,68.0,78.0,53.0,26.1462460641,0.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,4.0,4.0,1,1.0,6.0,2.0,4.0,1.0,0.0,1.0,2.0
29.0,1,5833.0,71.0,75.0,45.0,23.0609467369,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,4.0,1,1.0,4.0,8.0,4.0,1.0,1.0,0.0,3.0
29.0,1,14167.0,68.0,66.0,49.0,22.1237466696,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,0,1.0,4.0,8.0,4.0,1.0,0.0,1.0,2.0
29.0,1,20833.0,72.0,62.0,50.0,18.5378457177,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,5.0,5.0,4.0,1.0,1.0,0.0,3.0
29.0,1,45833.0,68.0,80.0,55.0,26.8166626299,0.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,0,1.0,4.0,7.0,7.0,1.0,1.0,0.0,2.0
29.0,1,14167.0,65.0,59.0,48.0,21.6450137042,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,2.0,5.0,8.0,4.0,0.0,0.0,2.0,2.0
29.0,1,14167.0,69.0,61.0,50.0,19.8593129805,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,0,0.0,5.0,10.0,4.0,0.0,2.0,0.0,2.0
29.0,1,7500.0,73.0,80.0,65.0,23.268952524,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,5.0,7.0,4.0,1.0,1.0,0.0,2.0
29.0,1,14167.0,68.0,70.0,48.0,23.4645798011,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,5.0,6.0,4.0,0.0,2.0,0.0,3.0
29.0,1,7500.0,68.0,68.0,55.0,22.7941632354,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,2.0,8.0,4.0,1.0,0.0,0.0,3.0
29.0,1,70000.0,69.0,75.0,55.0,24.4171880908,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,7.0,0.0,0.0,0.0,3.0
29.0,1,14167.0,71.0,75.0,52.0,23.0609467369,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,6.0,4.0,1.0,1.0,0.0,2.0
29.0,1,14167.0,69.0,75.0,52.0,24.4171880908,0.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
29.0,1,14167.0,64.0,56.0,52.0,21.1914486329,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1,1.0,5.0,6.0,4.0,1.0,1.0,0.0,2.0
29.0,1,7500.0,65.0,53.0,48.0,19.4438258699,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,2.0,3.0,7.0,4.0,1.0,0.0,2.0,3.0
29.0,1,20833.0,67.0,72.0,50.0,24.8608204946,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1,1.0,5.0,7.0,7.0,1.0,0.0,1.0,3.0
29.0,1,14167.0,68.0,65.0,48.0,21.7885383868,0.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,3.0
29.0,1,7500.0,67.0,65.0,50.0,22.4437962799,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1,1.0,4.0,6.0,4.0,0.0,1.0,2.0,3.0
29.0,1,14167.0,66.0,52.0,48.0,18.5032509643,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,0.0,4.0,5.0,4.0,1.0,0.0,2.0,2.0
29.0,1,7500.0,68.0,60.0,46.0,20.1124969724,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0
29.0,1,14167.0,73.0,81.0,55.0,23.5598144306,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,0,0.0,5.0,2.0,7.0,0.0,1.0,1.0,3.0
29.0,1,14167.0,68.0,58.0,46.0,19.4420804067,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1,4.0,5.0,2.0,4.0,1.0,0.0,3.0,3.0
29.0,1,20833.0,71.0,58.0,51.0,17.8337988098,0.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1,1.0,4.0,7.0,9.0,0.0,1.0,0.0,3.0
29.0,1,14167.0,71.0,75.0,52.0,23.0609467369,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1,1.0,6.0,2.0,7.0,1.0,1.0,0.0,3.0
29.0,1,5833.0,67.0,58.0,55.0,20.0267720651,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0,1.0,4.0,7.0,9.0,1.0,1.0,0.0,3.0
29.0,1,20833.0,64.0,59.0,50.0,22.3267048097,0.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0
29.0,1,14167.0,72.0,64.0,50.0,19.1358407408,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,5.0,1.0,4.0,0.0,0.0,1.0,3.0
29.0,1,5833.0,73.0,80.0,55.0,23.268952524,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,4.0,5.0,6.0,0.0,1.0,1.0,2.0
29.0,1,20833.0,66.0,70.0,53.0,24.9082224519,0.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0
29.0,1,14167.0,68.0,70.0,58.0,23.4645798011,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1,0.0,5.0,6.0,4.0,1.0,1.0,0.0,2.0
29.0,1,14167.0,69.0,65.0,53.0,21.1615630121,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,0,1.0,4.0,7.0,4.0,1.0,1.0,0.0,2.0
29.0,1,62500.0,68.0,74.0,56.0,24.8054129326,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1,0.0,4.0,6.0,4.0,1.0,0.0,2.0,2.0
29.0,1,14167.0,69.0,67.0,45.0,21.8126880278,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,2.0,5.0,6.0,4.0,1.0,1.0,1.0,3.0
29.0,1,20833.0,69.0,70.0,55.0,22.7893755514,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0,1.0,6.0,8.0,8.0,1.0,0.0,1.0,2.0
29.0,1,5833.0,69.0,53.0,47.0,17.2548129175,0.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1,0.0,1.0,5.0,6.0,0.0,1.0,1.0,3.0
29.0,1,7500.0,65.0,60.0,50.0,22.0118783433,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1,0.0,6.0,2.0,4.0,0.0,0.0,1.0,3.0
29.0,1,70000.0,71.0,76.0,54.0,23.3684260267,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1,1.0,4.0,8.0,4.0,0.0,1.0,0.0,2.0
29.0,1,14167.0,67.0,65.0,47.0,22.4437962799,0.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,0.0,3.0,2.0,2.0
29.0,1,5833.0,66.0,65.0,55.0,23.1290637053,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,2.0,1,4.0,6.0,7.0,4.0,1.0,1.0,0.0,3.0
29.0,1,7500.0,67.0,65.0,53.0,22.4437962799,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,0,0.0,5.0,8.0,5.0,1.0,2.0,1.0,2.0
29.0,1,20833.0,68.0,66.0,57.0,22.1237466696,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0,0.0,5.0,2.0,4.0,0.0,0.0,1.0,3.0
29.0,1,2500.0,61.0,56.0,41.0,23.3271092718,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,1,0.0,5.0,7.0,4.0,1.0,1.0,1.0,3.0
29.0,1,10000.0,69.0,74.0,55.0,24.091625583,0.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1,0.0,6.0,2.0,4.0,1.0,1.0,1.0,3.0
29.0,1,14167.0,70.0,75.0,55.0,23.724537245,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,2.0,1,0.0,5.0,5.0,7.0,1.0,0.0,1.0,3.0
29.0,1,20833.0,66.0,65.0,51.0,23.1290637053,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,1,1.0,5.0,8.0,8.0,1.0,0.0,0.0,2.0
29.0,1,14167.0,64.0,65.0,48.0,24.5972171632,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,1,1.0,4.0,2.0,9.0,1.0,0.0,0.0,3.0
29.0,1,7500.0,72.0,75.0,60.0,22.4248133681,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,1,1.0,4.0,7.0,2.0,0.0,0.0,1.0,3.0
29.0,1,14167.0,70.0,63.0,52.0,19.9286112858,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1,1.0,0.0,8.0,4.0,0.0,1.0,0.0,4.0
29.0,1,14167.0,70.0,70.0,50.0,22.1429014287,0.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1,1.0,5.0,2.0,7.0,1.0,0.0,1.0,3.0
29.0,1,7500.0,68.0,70.0,48.0,23.4645798011,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,5.0,8.0,4.0,0.0,1.0,1.0,2.0
29.0,1,5833.0,67.0,70.0,57.0,24.1702421476,0.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,1.0,7.0,9.0,1.0,1.0,1.0,2.0
29.0,1,5833.0,67.0,56.0,50.0,19.3361937181,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1,0.0,5.0,8.0,4.0,1.0,0.0,1.0,3.0
29.0,1,29167.0,74.0,90.0,53.0,25.4748500731,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,7.0,4.0,1.0,1.0,1.0,3.0
29.0,1,4167.0,66.0,70.0,50.0,24.9082224519,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,2.0,3.0
29.0,1,62500.0,72.0,70.0,53.0,20.9298258103,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1,1.0,6.0,2.0,4.0,1.0,0.0,1.0,3.0
29.0,1,2500.0,68.0,60.0,47.0,20.1124969724,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,4.0,6.0,4.0,1.0,0.0,0.0,3.0
29.0,1,20833.0,67.0,67.0,53.0,23.134374627,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1,0.0,5.0,7.0,7.0,1.0,0.0,1.0,3.0
29.0,1,4167.0,68.0,62.0,55.0,20.7829135381,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0
29.0,1,7500.0,68.0,60.0,46.0,20.1124969724,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0
29.0,1,14167.0,70.0,70.0,56.0,22.1429014287,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0,4.0,5.0,7.0,4.0,1.0,1.0,1.0,2.0
29.0,1,20833.0,71.0,73.0,55.0,22.4459881572,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0
29.0,1,5833.0,67.0,58.0,45.0,20.0267720651,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,4.0,7.0,4.0,0.0,1.0,1.0,2.0
29.0,1,7500.0,70.0,70.0,55.0,22.1429014287,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1,1.0,4.0,6.0,4.0,1.0,1.0,1.0,3.0
29.0,1,20833.0,72.0,80.0,55.0,23.919800926,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0
29.0,1,50000.0,68.0,80.0,56.0,26.8166626299,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,2.0,1,1.0,4.0,7.0,7.0,0.0,1.0,0.0,2.0
29.0,1,20833.0,68.0,75.0,50.0,25.1406212155,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,1,1.0,4.0,8.0,2.0,0.0,1.0,0.0,3.0
29.0,1,14167.0,70.0,68.0,50.0,21.5102471021,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1,0.0,5.0,2.0,4.0,0.0,0.0,1.0,2.0
29.0,1,5833.0,68.0,65.0,55.0,21.7885383868,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,5.0,7.0,4.0,1.0,1.0,1.0,3.0
29.0,1,2500.0,68.0,75.0,53.0,25.1406212155,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,4.0,4.0,6.0,4.0,1.0,1.0,0.0,3.0
29.0,1,5833.0,65.0,62.0,50.0,22.7456076214,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1,0.0,6.0,2.0,5.0,0.0,1.0,2.0,3.0
29.0,1,14167.0,72.0,62.0,48.0,18.5378457177,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,2.0,4.0,1.0,0.0,1.0,3.0
29.0,1,7500.0,71.0,80.0,54.0,24.598343186,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1,4.0,4.0,6.0,4.0,0.0,1.0,0.0,2.0
29.0,1,2500.0,67.0,50.0,55.0,17.2644586768,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,4.0,8.0,4.0,1.0,1.0,1.0,2.0
29.0,1,5833.0,68.0,63.0,50.0,21.118121821,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,1,0.0,5.0,8.0,4.0,0.0,1.0,1.0,3.0
29.0,1,14167.0,67.0,63.0,48.0,21.7532179328,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
29.0,1,2500.0,67.0,65.0,54.0,22.4437962799,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0,0.0,4.0,8.0,4.0,1.0,1.0,0.0,2.0
29.0,1,70000.0,67.0,60.0,49.0,20.7173504122,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1,1.0,4.0,8.0,8.0,1.0,1.0,0.0,2.0
29.0,1,20833.0,67.0,67.0,62.0,23.134374627,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,0,1.0,1.0,7.0,4.0,1.0,1.0,0.0,2.0
29.0,1,7500.0,66.0,68.0,47.0,24.1965589533,0.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,2.0,1,0.0,5.0,7.0,4.0,0.0,1.0,0.0,3.0
29.0,1,7500.0,68.0,75.0,48.0,25.1406212155,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,2.0,4.0,0.0,2.0,0.0,3.0
29.0,1,14167.0,69.0,72.0,51.0,23.4405005672,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,1,0.0,5.0,6.0,9.0,0.0,1.0,1.0,2.0
29.0,1,45833.0,67.0,68.0,45.0,23.4796638005,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,1.0,5.0,6.0,1.0,2.0,3.0,2.0
29.0,1,14167.0,72.0,62.0,55.0,18.5378457177,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,7.0,0.0,0.0,1.0,3.0
29.0,1,14167.0,66.0,66.0,48.0,23.4848954546,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1,0.0,5.0,2.0,4.0,0.0,2.0,4.0,2.0
29.0,1,70000.0,68.0,68.0,50.0,22.7941632354,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,1,1.0,5.0,7.0,4.0,0.0,0.0,1.0,2.0
29.0,1,7500.0,66.0,65.0,55.0,23.1290637053,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1,1.0,1.0,2.0,4.0,1.0,0.0,2.0,3.0
29.0,1,7500.0,67.0,60.0,47.0,20.7173504122,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,8.0,4.0,1.0,0.0,1.0,0.0
29.0,1,14167.0,66.0,55.0,50.0,19.5707462122,0.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,4.0,0,4.0,5.0,8.0,8.0,0.0,0.0,1.0,2.0
29.0,1,20833.0,70.0,65.0,49.0,20.5612656123,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,5.0,8.0,8.0,0.0,1.0,0.0,2.0
29.0,1,7500.0,68.0,65.0,50.0,21.7885383868,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0
29.0,1,14167.0,72.0,75.0,57.0,22.4248133681,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1,1.0,5.0,7.0,4.0,1.0,0.0,1.0,3.0
29.0,1,14167.0,69.0,72.0,52.0,23.4405005672,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,4.0,10.0,4.0,1.0,1.0,1.0,2.0
29.0,1,14167.0,67.0,62.0,45.0,21.4079287593,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1,0.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0
29.0,1,7500.0,70.0,72.0,55.0,22.7755557552,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,3.0,2.0,4.0,1.0,1.0,0.0,3.0
29.0,1,5833.0,67.0,70.0,52.0,24.1702421476,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,2.0,2.0
29.0,1,7500.0,71.0,73.0,56.0,22.4459881572,0.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1,0.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0
29.0,1,7500.0,65.0,67.0,52.0,24.5799308167,0.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,1,1.0,5.0,8.0,8.0,1.0,1.0,0.0,3.0
29.0,1,14167.0,65.0,80.0,50.0,29.3491711244,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,0.0,5.0,2.0,4.0,0.0,1.0,0.0,2.0
29.0,1,7500.0,63.0,64.0,47.0,24.9937511717,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,1,0.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0
29.0,1,14167.0,65.0,68.0,41.0,24.9467954557,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,1,1.0,4.0,7.0,4.0,1.0,1.0,1.0,3.0
29.0,1,4167.0,66.0,55.0,49.0,19.5707462122,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,4.0,5.0,8.0,1.0,0.0,0.0,3.0
29.0,1,14167.0,66.0,63.0,48.0,22.4174002067,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,5.0,5.0,4.0,0.0,2.0,0.0,3.0
29.0,1,45833.0,64.0,60.0,49.0,22.7051235352,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,2.0,6.0,2.0,4.0,1.0,0.0,4.0,3.0
29.0,1,2500.0,63.0,62.0,47.0,24.2126964476,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0
