aboutText,age,caste,city,college,employedIn,height,profileID,religion
,35,Brahmin - Deshastha,"Solapur, Maharashtra, India",,Others,5ft 5in,SMM1570480,Hindu
,35,Scheduled Caste,"Bangalore, Karnataka, India",,,5ft 5in,banm208245,Hindu
"
",35,Patnaick/Sistakaranam,"Vishakhapatnam, Andhra Pradesh, India",All India Management Association (AIMA),Private Sector,5ft 4in,SMM1512449,Hindu
,35,,"Mumbai, Maharashtra, India",,,5ft 8in,mumm751456,Parsi
,35,Kamma,Others,,Private Sector,5ft 9in,othm200504,Hindu
,35,Brahmin - Niyogi,"Hyderabad, Andhra Pradesh, India",,MNC,5ft 8in,SMM1587041,Hindu
,35,Scheduled Caste,"Allahabad, Uttar Pradesh, India",,,5ft 3in,allm1259578,Hindu
,35,,"Hyderabad, Andhra Pradesh, India",,,5ft 10in,hydm453320,Buddhist
,35,Yadav,"Chennai, Tamil Nadu, India",,,5ft 7in,chem645069,Hindu
,35,Orthodox,,,,5ft 9in,kerm643525,Christian
,35,Sindhi,"Pune, Maharashtra, India",,,5ft 10in,punm1014701,Hindu
,35,Ezhava,"Calicut, Kerala, India",,,5ft 8in,clcm1375130,Hindu
,35,Catholic,"Mumbai, Maharashtra, India",,,5ft 6in,mumm308897,Christian
,35,Sunni,"Gurgaon, Haryana, India",,,5ft 6in,gurm1137236,Muslim
,35,Maratha,"Mumbai, Maharashtra, India",,,5ft 2in,mumm1147807,Hindu
,35,Sunni,"Bangalore, Karnataka, India",Karanataka University,Private Sector,5ft 6in,banm155595,Muslim
,35,Kamma,"Delhi, Delhi, India",,,5ft 2in,delm1352731,Hindu
,35,Sonar,"Melbourne, Victoria",,,5ft 11in,melm993334,Hindu
,35,Catholic,"Faisalabad, Punjab",Punjab University,Central Government,5ft 11in,SMM1584450,Christian
,35,Brahmin,"Kanpur, Uttar Pradesh, India",,,5ft 8in,0006086636,Hindu
,35,Sunni,"Raigad, Maharashtra, India",,,5ft 6in,punm254009,Muslim
,35,Brahmin,"Ujjain, Madhya Pradesh, India",,,6ft 1in,ujjm1138121,Hindu
,35,Rajput,"Chandigarh, Chandigarh, India",,MNC,5ft 10in,cham832615,Hindu
,35,96K Kokanastha,,"Berhampur University, Orissa",Central Government,5ft 8in,SMM1586301,Hindu
,35,Gowda,"Bangalore, Karnataka, India",,MNC,6ft,banm219815,Hindu
,35,Scheduled Caste,"Bangalore, Karnataka, India",,MNC,5ft 6in,banm161739,Hindu
,35,Mahar,"Mumbai, Maharashtra, India",,,5ft 5in,mumm473101,Hindu
,35,Brahmin,"Delhi, Delhi, India",,Others,5ft 10in,delm128944,Hindu
,35,Reddy,,,Private Sector,5ft 11in,hydm920182,Hindu
,35,Brahmin,"Mumbai, Maharashtra, India",,,5ft 7in,mumm576665,Hindu
,35,,"Udaipur, Tripura, India",,,5ft 2in,udam462589,Hindu
,35,,"Chennai, Tamil Nadu, India",,Private Sector,5ft 6in,SMM1488916,Hindu
,35,Brahmin,"Khalilabad, Uttar Pradesh, India","Barkatullah University, Bhopal",Private Sector,5ft 2in,SMF1585064,Hindu
,35,96K Kokanastha,"Mumbai, Maharashtra, India",,,5ft 8in,mumm751008,Hindu
,35,Kongu Vellala Gounder,"Karur, Tamil Nadu, India",,,5ft 8in,karm907789,Hindu
,35,Gupta,"Delhi, Delhi, India","Other College, Delhi University",MNC,5ft 8in,SMM1389385,Hindu
,35,Others,"Bangalore, Karnataka, India",,,5ft 11in,banm1331759,Muslim
,35,Protestant,"Houston, Texas",,Private Sector,5ft 8in,SMM1581720,Christian
,35,,"Mumbai, Maharashtra, India",,Private Sector,5ft 9in,pragneshs_in,Hindu
,35,Bengali,"Mumbai, Maharashtra, India",,,5ft 11in,mumm1290769,Hindu
,35,Yadav,"Rest of Rajasthan, Rajasthan, India",,,5ft 8in,rajm353858,Hindu
,35,Lodhi Rajput,"Auraiya, Uttar Pradesh, India",Kanpur University,Private Sector,5ft 2in,SMM1580673,Hindu
,35,Sunni,"Mumbai, Maharashtra, India",,Public Sector,5ft 11in,mumm505606,Muslim
,35,Ramgariah,Others,,,5ft 10in,othm555947,Sikh
"I am looking for an understanding partner. I am down to earth, confident, smart, fun loving and caring as well. ",35,Kurmi Kshatriya,"Bokaro, Jharkhand, India",Other General University,Others,5ft 5in,SMM1584622,Hindu
,35,Agarwal,"Delhi, Delhi, India",,,6ft,0005979494,Hindu
,35,,"Vishakhapatnam, Andhra Pradesh, India",,MNC,5ft 10in,rameshkumar999,Christian
,35,Vishwakarma,"Indore, Madhya Pradesh, India","Barkatullah University, Bhopal",Private Sector,5ft 7in,SMM1581886,Hindu
,35,,"Pune, Maharashtra, India",,,5ft 5in,punm411718,Hindu
,35,Kayastha,"Gwalior, Madhya Pradesh, India",,Private Sector,5ft 6in,gwam1055750,Hindu
,35,Brahmin - Bengali,"Pune, Maharashtra, India",,,5ft 11in,punm1186456,Hindu
,35,Rajput,"Jaunpur, Uttar Pradesh, India",,,5ft 8in,jaum744624,Hindu
,35,Brahmin,Others,,,5ft 4in,banm735886,Hindu
,35,Scheduled Caste,"Gurgaon, Haryana, India",,,5ft 7in,gurm474332,Hindu
,35,Khandayat,"Bhadrak, Orissa, India","Utkal University, Orissa",State Government,5ft 6in,bham1347790,Hindu
,35,Others,"Salem, West Virginia, India",,,5ft 5in,salm1163586,Christian
,35,Vokkaliga,"Bangalore, Karnataka, India",,,6ft,banm795680,Hindu
,35,Catholic,"Malappuram, Kerala, India","Calicut University, Kerala",Private Sector,5ft 11in,SMM1577871,Christian
,35,Patel Kadva,"Anand, Gujarat, India",,,5ft 6in,anam1144425,Hindu
,35,,,,Private Sector,6ft,s_mehaboob2005_in,Muslim
,35,Gounder,Others,,,5ft 3in,othm625407,Hindu
,35,96K Kokanastha,"Mumbai, Maharashtra, India",,,5ft 5in,mumm1379326,Hindu
,35,Rajput,"Rest of Dadra & Nagar Haveli, Dadra & Nagar Haveli, India",,,5ft 6in,danm295680,Hindu
,35,Lingayath,"Mysore, Karnataka, India",,,5ft 5in,mysm1297485,Hindu
,35,,"Kolkata, West Bengal, India",,,5ft 6in,kolm484512,Hindu
,35,Kayastha,"Allahabad, Uttar Pradesh, India",,,5ft 11in,allm839630,Hindu
,35,Brahmin,,,Private Sector,5ft 8in,orim558803,Hindu
,35,Rajput,"Chittorgarh, Rajasthan, India",,,5ft 2in,udam445310,Hindu
,35,Brahmin,"Bhopal, Madhya Pradesh, India",,,5ft 6in,bhom877529,Hindu
,35,Gujarati,Illinois,,,5ft 9in,illm1283992,Hindu
,35,Adi Dravida,"Bangalore, Karnataka, India",,Private Sector,5ft 10in,banm860122,Hindu
,35,Others,"Patna, Bihar, India",,,5ft 5in,patm1288487,Muslim
,35,Lohar,"Mumbai, Maharashtra, India",Other General University,Public Sector,5ft 10in,SMF1455571,Hindu
,35,Gupta,"Mathura, Uttar Pradesh, India",,,5ft 5in,agrm229267,Hindu
,35,Gowda,"Warangal, Andhra Pradesh, India","Dr. B.R. Ambedkar University, Agra",Not Working,5ft 4in,SMM1573168,Hindu
,35,Lingayath,"Bangalore, Karnataka, India",,,5ft 11in,banm1329118,Hindu
,35,Others,"Cuttack, Orissa, India",,,5ft 10in,cutm1332232,Muslim
,35,Vishwakarma,"Pudukkottai, Tamil Nadu, India","Bharathidasan University, Tamil Nadu",Private Sector,5ft 2in,SMM1484329,Hindu
,35,Shewetamber,"Raipur, Chhattisgarh, India",,,5ft 9in,raim888503,Jain
,35,Bengali,"Rest of Assam, Assam, India",,,5ft 6in,assm317531,Hindu
,35,Kayastha,Texas,,,5ft 8in,texm451145,Hindu
,35,Yadav,"Hyderabad, Andhra Pradesh, India",Hyderabad University,Private Sector,5ft 2in,SMM1556644,Hindu
,35,Brahmin,"Chennai, Tamil Nadu, India",,,5ft 5in,chem935813,Hindu
,35,Brahmin,"Dehradun, Uttaranchal, India",,Private Sector,5ft 7in,SMM1571219,Hindu
,35,Agarwal,"Varanasi, Uttar Pradesh, India",,Others,5ft 10in,varm1294769,Hindu
,35,Catholic,"Mumbai, Maharashtra, India",,,6ft,mumm642797,Christian
,35,,"Aurangabad, Maharashtra, India",,,6ft,aurm345045,Hindu
,35,Brahmin - Bhumihar,,FMS New Delhi,Public Sector,6ft,SMM1441337,Hindu
,35,Sunni,"Rest of Uttar Pradesh, Uttar Pradesh, India",,,5ft 10in,uttm719573,Muslim
,35,Brahmin - Vaidiki,"Hyderabad, Andhra Pradesh, India",,,5ft 3in,hydm1151324,Hindu
,35,Patel,"Mumbai, Maharashtra, India",,,5ft 8in,mumm765188,Hindu
,35,Rajput,"Lucknow, Uttar Pradesh, India",,,5ft 11in,lucm595149,Hindu
,35,Maratha,"Nagpur, Maharashtra, India",,,5ft 6in,nagm665563,Hindu
,35,Reddy,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 10in,hydm684395,Hindu
,35,Vishwakarma,"Thrissur, Kerala, India",,,5ft 7in,thrm1192420,Hindu
,35,Maratha,"Sangli, Maharashtra, India",,,5ft 7in,sngm1029517,Hindu
,35,,"Pune, Maharashtra, India",,,5ft 6in,punm438942,Hindu
"Myself fun loving, jovial, smart and adjustable with good family background. Father is retd. from ASP Durgapur and Mother is a housewife. Only sister married. Interested in Traveling, Singing, Listening to songs.",35,Kayastha,"Bardhaman, West Bengal, India",,Central Government,5ft 11in,enbm850320,Hindu
,35,,"Bangalore, Karnataka, India",,MNC,5ft 6in,sajju,Muslim
,35,Others,"Mumbai, Maharashtra, India",,,5ft 9in,mumm1227400,Christian
,35,Brahmin,"Chennai, Tamil Nadu, India",,Private Sector,5ft 8in,tamm426680,Hindu
,35,Brahmin,"Ongole, Andhra Pradesh, India",,MNC,5ft 4in,SMM1578485,Hindu
,35,Others,"Kochi, Kerala, India",,,5ft 11in,kocm299154,Christian
,35,Others,"Tirunelveli, Tamil Nadu, India",,Private Sector,5ft 6in,tirm1144361,Christian
,35,,"Bangalore, Karnataka, India",,,5ft 5in,banm290740,Hindu
,35,Sunni,"Patna, Bihar, India",,,5ft 9in,patm372652,Muslim
,35,Reddy,"Chennai, Tamil Nadu, India",IIT Delhi,MNC,5ft 9in,SMM1495083,Hindu
,35,Catholic,"Rest of Kerala, Kerala, India",,,5ft 6in,kerm549130,Christian
,35,,"Mumbai, Maharashtra, India",,,5ft 7in,mumm442979,Hindu
,35,Brahmin,"Malkangiri, Orissa, India","Sambalpur University, Orissa",Others,5ft 5in,orim616011,Hindu
,35,Valmiki,"Delhi, Delhi, India",,,5ft 6in,delm824613,Hindu
,35,Kayastha,"Guwahati, Assam, India",,,5ft 7in,guwm848978,Hindu
,35,Kayastha,"Hugli-Chuchura, West Bengal, India",,,5ft 6in,hugm752019,Hindu
,35,Brahmin - Deshastha,"Indore, Madhya Pradesh, India",,,5ft 5in,indm1109814,Hindu
,35,,"Delhi, Delhi, India",,,5ft 10in,delm494061,Hindu
"I am a person with a strong will who use to think that everything could be done if we make up our mind. Nothing is impossible in this world. I don't like telling lies, stealing etc, etc. My hobbies are growing pets, gardening, singing and browsing.",35,Variar,"Chennai, Tamil Nadu, India","Algappa University, Tamil Nadu",Private Sector,5ft 5in,SMM1580873,Hindu
,35,Rajput,"Bangalore, Karnataka, India",,,6ft,banm921320,Hindu
,35,Others,"Erode, Tamil Nadu, India","Bharathiar University, Tamil Nadu",Private Sector,5ft 7in,erom832608,Christian
,35,Sunni,"Malappuram, Kerala, India",,Others,5ft 11in,SMM1576430,Muslim
,35,,,,MNC,6ft,wilfred_ma,Christian
,35,Kayastha,"Hazaribagh, Jharkhand, India",,MNC,5ft 8in,hazm1070341,Hindu
,35,Ezhava,"Pathanamthitta, Kerala, India",,,5ft 9in,patm1379740,Hindu
,35,Sindhi,"Lucknow, Uttar Pradesh, India",,,5ft 11in,x1236003,Hindu
,35,Others,Others,,,5ft 9in,othm1382199,Christian
,35,Sikh - Arora,"Jabalpur, Madhya Pradesh, India",,,5ft 5in,jabm783931,Sikh
,35,Kongu Vellala Gounder,"Erode, Tamil Nadu, India",,,5ft 10in,erom1376347,Hindu
,35,Kshatriya,"Kolkata, West Bengal, India",,MNC,5ft 6in,kolm598159,Hindu
,35,,"Gwalior, Madhya Pradesh, India",,,5ft 8in,gwam513116,Hindu
,35,Brahmin,"Morena, Madhya Pradesh, India",,,5ft 8in,morm1382896,Hindu
,35,,"Bhilai, Chhattisgarh, India",,,5ft 9in,bhim1120210,Buddhist
,35,,,Other General University,Private Sector,5ft 7in,SMM1412715,
,35,Scheduled Caste,"Mumbai, Maharashtra, India",,Private Sector,5ft 6in,mumm582772,Hindu
,35,Jaiswal,,,Others,6ft,nagm456475,Hindu
,35,Lingayath,"Bangalore, Karnataka, India",,Private Sector,5ft 7in,banm996324,Hindu
,35,Rajput,"Delhi, Delhi, India","Berhampur University, Orissa",MNC,5ft 3in,SMM1578517,Hindu
,35,Agri,"Mumbai, Maharashtra, India",,,6ft 1in,mumm901119,Hindu
,35,,Others,,,5ft 8in,respect,Others
,35,Patel Leva,"Vadodara, Gujarat, India","Maharaja Sayajirao University, Gujarat",Others,5ft 11in,mehulpp_in,Hindu
,35,Brahmin - Madhwa,"Bangalore, Karnataka, India",,Private Sector,5ft 9in,banm1298850,Hindu
"


",35,Saliya,"Riyadh, Ar-Riyad","IIM, Khozikode",Others,6ft,SMM1393188,Hindu
,35,Nair,"Adilabad, Andhra Pradesh, India",,Private Sector,5ft 9in,hydm268981,Hindu
,35,Jaiswal,"Mumbai, Maharashtra, India",,,5ft 10in,mumm342867,Hindu
I AM A VERY SMART AND LEAD A SIMPLE LIFE STYLE. AM AFFECTION TOO. AM A COLLEGE LECTURE AND HAVE COMPLETED PHD. ,35,Brahmin,"Rest of Tamil Nadu, Tamil Nadu, India","Annamalai University, Tamil Nadu",Private Sector,5ft 1in,SMM1579910,Hindu
,35,Brahmin - Bengali,"Kolkata, West Bengal, India",,,5ft 9in,kolm328970,Hindu
,35,Sunni,"San Francisco, California",,Private Sector,5ft 7in,SMM1575814,Muslim
,35,Others,"Hyderabad, Andhra Pradesh, India",,,6ft 1in,hydm1291516,Muslim
,35,Arora,"Ludhiana, Punjab, India",,,5ft 9in,ludm507776,Hindu
,35,Kongu Vellala Gounder,Others,,,5ft 11in,othm582377,Hindu
,35,Maratha,"Belgaum, Karnataka, India",,,5ft 4in,belm934795,Hindu
,35,Mali,"Nagpur, Maharashtra, India",,,5ft 7in,nagm919287,Hindu
,35,Brahmin,"Mumbai, Maharashtra, India",,,5ft 9in,mumm911810,Hindu
,35,Naik/Nayaka,"Rest of Karnataka, Karnataka, India",,,5ft 4in,karm702279,Hindu
,35,Brahmin,"Delhi, Delhi, India",,,5ft 3in,delm1273778,Hindu
,35,,"Nagpur, Maharashtra, India",,Others,5ft 6in,jeet007k,Hindu
,35,Others,"Hazaribagh, Jharkhand, India",,,5ft 6in,hazm1236011,Christian
,35,Sunni,"Delhi, Delhi, India",,Private Sector,5ft 7in,delm782250,Muslim
,35,Others,"Bangalore, Karnataka, India",,,5ft 10in,banm773574,Muslim
,35,Brahmin,"Jammu, Jammu and Kashmir, India",,,5ft 10in,jamm1107065,Hindu
,35,Brahmin -Gowd Saraswat,"Mumbai, Maharashtra, India",,,5ft 8in,mumm141520,Hindu
,35,Others,"Jabalpur, Madhya Pradesh, India",,,5ft 4in,jabm375289,Muslim
,35,Mudaliar Saiva,"Coimbatore, Tamil Nadu, India",,Private Sector,5ft 6in,coim362042,Hindu
,35,Maharashtrian,"Pune, Maharashtra, India",Other General University,Private Sector,5ft 7in,punm726104,Hindu
,35,,"Rest of Goa, Goa, India",,,5ft 8in,goam324707,Hindu
,35,Gowda,"Bangalore, Karnataka, India",,MNC,5ft 5in,banm465090,Hindu
,35,Brahmin,"Vadodara, Gujarat, India",,,5ft 8in,barm635523,Hindu
,35,Scheduled Caste,"Agra, Uttar Pradesh, India",,,5ft 7in,agrm1368860,Hindu
,35,Velama,"Hyderabad, Andhra Pradesh, India",,,5ft 5in,hydm1208553,Hindu
,35,,"Rest of Kerala, Kerala, India",,,6ft,kerm329786,Hindu
,35,Vannia Kula Kshatriyar,,,Private Sector,5ft 11in,tvnm1246935,Hindu
,35,Others,"Pune, Maharashtra, India",,,5ft 6in,punm1105579,Muslim
,35,Scheduled Caste,"Noida, Uttar Pradesh, India",,,5ft 9in,0006008964,Hindu
,35,Vaishnav,"Kolkata, West Bengal, India",,,5ft 5in,kolm1104565,Hindu
,35,Brahmin - Saryuparin,"Jabalpur, Madhya Pradesh, India",,,5ft 11in,jabm719359,Hindu
,35,Sunni,"Faizabad, Uttar Pradesh, India",,Others,5ft 6in,SMM1483909,Muslim
,35,,"Pune, Maharashtra, India",,Private Sector,5ft 1in,punm536317,Buddhist
,35,,"Leicester, Leicestershire",,Private Sector,5ft 9in,SMM1576338,Hindu
,35,,"Bangalore, Karnataka, India",,MNC,6ft,SMM1577672,Hindu
,35,Nai,"Ongole, Andhra Pradesh, India",,Others,5ft 6in,SMM1577693,Hindu
,35,,"Belgaum, Karnataka, India",Karanataka University,Others,5ft 5in,belm745558,Hindu
,35,Rajput,"Rest of Karnataka, Karnataka, India",,,6ft,karm580263,Hindu
,35,Lingayath,"Bangalore, Karnataka, India",,Private Sector,5ft 11in,banm1139109,Hindu
,35,Others,"Kadapa, Andhra Pradesh, India",,,5ft 6in,kadm1036062,Christian
,35,Brahmin,"Delhi, Delhi, India",Meerut University,Others,5ft 9in,delm1198612,Hindu
,35,Kayastha,"Patna, Bihar, India",,,5ft 7in,patm906924,Hindu
,35,Lohana,"Patan, Gujarat, India",,Public Sector,5ft 7in,patm728945,Hindu
,35,Brahmin,"Junagadh, Gujarat, India",,,5ft 5in,junm725593,Hindu
,35,Sikh - Jat,"California, Pennsylvania",,,5ft 11in,calm356019,Sikh
,35,Brahmin - Saraswat,"Ratnagiri, Maharashtra, India",,Others,5ft 6in,mumm501779,Hindu
,35,Sunni,"Hyderabad, Andhra Pradesh, India",,,5ft 6in,hydm1095445,Muslim
,35,Arya Vysya,"Bangalore, Karnataka, India",,,5ft 8in,banm285634,Hindu
,35,Agarwal,New Jersey,,,5ft 9in,delm381542,Hindu
,35,Lingayath,"Bidar, Karnataka, India",Gulbarga University,Others,5ft 9in,karm300639,Hindu
,35,Kayastha,"Kolkata, West Bengal, India",,,5ft 8in,kolm1307983,Hindu
,35,,"Lawrenceville, New Jersey",,Others,5ft 11in,SMM1551864,Hindu
,35,Vishwakarma,"Madurai, Tamil Nadu, India",,,5ft 5in,madm832421,Hindu
,35,Patel,,,Private Sector,5ft 5in,navm728499,Hindu
,35,,,,Private Sector,5ft 5in,suvasshah,Hindu
,35,Ramgariah,"Chandigarh, Chandigarh, India",,,5ft 5in,cham178895,Sikh
,35,Orthodox,"Pathanamthitta, Kerala, India",,Private Sector,5ft 11in,SMM1563903,Christian
"I am a Mumbai guy, looking for a life partner having a similar broad outlook. I am homely and like to spend time with my family and friends. I am a teetotaler but a complete foodie. I like to try out different cuisines and also interested in cooking. ",35,Kayastha,"Mumbai, Maharashtra, India",,,5ft 5in,mumm1372150,Hindu
,35,Lohana,"Mumbai, Maharashtra, India",,,5ft 8in,mumm1223802,Hindu
,35,Brahmin - Deshastha,"Mumbai, Maharashtra, India",,,5ft 9in,mumm845828,Hindu
,35,Scheduled Caste,"Bhiwani, Haryana, India",,,5ft 3in,bhim799188,Hindu
,35,Mudaliar - Senguntha,"Chennai, Tamil Nadu, India",,,5ft 9in,chem1078040,Hindu
,35,Reddy,"Hyderabad, Andhra Pradesh, India",,,5ft 9in,hydm1293577,Hindu
,35,Khatri,"Delhi, Delhi, India",,Others,5ft 4in,delm1349600,Hindu
,35,Gupta,"Kanpur, Uttar Pradesh, India",,,5ft 7in,kanm237988,Hindu
,35,Gounder,"Chennai, Tamil Nadu, India",,Central Government,5ft 1in,chem484603,Hindu
,35,Catholic,"Mumbai, Maharashtra, India",,,5ft 6in,mumm479304,Christian
,35,Baniya,"Jaipur, Rajasthan, India","MDI, Gurgaon",Private Sector,5ft 9in,SMM1431135,Hindu
,35,,"Hyderabad, Andhra Pradesh, India",,Private Sector,5ft 6in,hydm965734,Hindu
,35,Brahmin - Bengali,"Jamshedpur, Jharkhand, India",,,5ft 5in,jamm353258,Hindu
,35,Brahmin - Bengali,"Rest of West Bengal, West Bengal, India",,,5ft 7in,wesm635279,Hindu
,35,,"Delhi, Delhi, India",,,5ft 10in,delm350186,Hindu
,35,Gupta,"Rest of Jammu & Kashmir, Jammu and Kashmir, India",,,6ft,jamm263230,Hindu
,35,Nair,"Dubai, Dubai",,Private Sector,6ft,SMM1551141,Hindu
,35,Nair,"Thiruvananthapuram , Kerala, India",Kerala University,Others,5ft 11in,SMM1575283,Hindu
,35,Rajput,"Lucknow, Uttar Pradesh, India",,,5ft 7in,lucm814731,Hindu
,35,,"Raipur, Chhattisgarh, India","St. Johns Medical College (SJMC), Bangalore",Public Sector,5ft 6in,SMM1574078,Hindu
,35,Bhavasar Kshatriya,"Pune, Maharashtra, India",,,5ft 5in,punm558398,Hindu
,35,Tamil,"Ooty, Tamil Nadu, India",,,5ft 7in,ootm1337424,Hindu
,35,Catholic,"Bangalore, Karnataka, India",,,5ft 7in,banm204505,Christian
,35,Others,Others,,,5ft 4in,othm450033,Christian
,35,Adi Dravida,"Coimbatore, Tamil Nadu, India",,,5ft 4in,coim1229538,Hindu
,35,Brahmin,Others,,,5ft 3in,othm1346883,Hindu
,35,Brahmin,"Delhi, Delhi, India",,MNC,5ft 8in,SMM1574562,Hindu
,35,Brahmin - Kanyakubj,"Noida, Uttar Pradesh, India",,,5ft 8in,noim922402,Hindu
,35,Lohana,"Rajkot, Gujarat, India",,,5ft 8in,rajm826168,Hindu
,35,Punjabi,"Dehradun, Uttaranchal, India",,,5ft 4in,dehm530525,Hindu
,35,,"Delhi, Delhi, India",,MNC,5ft 6in,SMM1513850,Hindu
,35,Chambhar,"Pune, Maharashtra, India",,Private Sector,5ft 7in,SMM1573555,Hindu
,35,Sunni,"Varanasi, Uttar Pradesh, India",,,5ft 10in,varm305892,Muslim
,35,Kayastha,"Hugli-Chuchura, West Bengal, India",,,5ft 11in,hugm937157,Hindu
,35,Rajput,"Chennai, Tamil Nadu, India",,,5ft 11in,chem1342451,Hindu
,35,Brahmin,"Tanjore, Tamil Nadu, India",,MNC,5ft 6in,tanm1384110,Hindu
,35,Catholic,"Brisbane, Queensland",,,5ft 9in,brim653469,Christian
,35,Agarwal,"Jind, Haryana, India",,,5ft 10in,harm170742,Hindu
,35,Kayastha,"Silchar, Assam, India",,Private Sector,5ft 4in,silm1073200,Hindu
,35,,"Vishakhapatnam, Andhra Pradesh, India",,,5ft 8in,vism440629,Buddhist
,35,Sunni,Others,,,5ft 1in,othm324969,Muslim
,35,Shetty,"Bangalore, Karnataka, India",,,5ft 9in,banm1195422,Hindu
,35,Punjabi,"Mumbai, Maharashtra, India",,Others,5ft 8in,mumm664525,Hindu
,35,Brahmin,"Kolkata, West Bengal, India",,,5ft 9in,kolm1234669,Hindu
,35,Jaiswal,"Rest of Rajasthan, Rajasthan, India",,,5ft 3in,rajm569679,Hindu
,35,Kurmi,"Lucknow, Uttar Pradesh, India",,,5ft 5in,lucm1381974,Hindu
,35,Ezhava,"Kochi, Kerala, India",,,5ft 2in,kocm1268407,Hindu
,35,Adi Dravida,"Cuddalore, Tamil Nadu, India",,Private Sector,6ft 1in,SMM1548204,Hindu
,35,Rajput,"Panjim, Goa, India",Hans Raj College,MNC,5ft 9in,SMM1405709,Hindu
,35,Mahar,"Mumbai, Maharashtra, India",,,5ft 5in,mumm1372031,Hindu
,35,Scheduled Caste,"Chennai, Tamil Nadu, India",,,5ft 6in,chem917010,Hindu
,35,Swarnakar,"Jaipur, Rajasthan, India",,,5ft 7in,jaim152857,Hindu
,35,Sunni,"Hyderabad, Andhra Pradesh, India",,Central Government,5ft 10in,SMM1567236,Muslim
,35,Maratha,"Mumbai, Maharashtra, India",,Central Government,5ft 10in,mumm229848,Hindu
,35,Mahendra,,,,5ft 6in,punm936961,Hindu
,35,Chettiar,"Cuddalore, Tamil Nadu, India",,,6ft,cudm1377405,Hindu
,35,Bengali,"Kolkata, West Bengal, India",,,5ft 8in,kolm864353,Hindu
,35,Pillai,"Coimbatore, Tamil Nadu, India",,Public Sector,5ft 8in,SMM1572986,Hindu
,35,Rajput,"Hyderabad, Andhra Pradesh, India",,,5ft 10in,x1529742,Hindu
,35,Digambar,,,Private Sector,5ft 7in,indm104931,Jain
,35,Brahmin Kanada Madhva,"Udupi, Karnataka, India",,Private Sector,5ft 4in,hpkb_in_in,Hindu
,35,,"Pune, Maharashtra, India",,,5ft 9in,punm1280357,Buddhist
,35,,,,,,abdul_munna2002,Muslim
,35,Sunni,"Anantnag, Jammu and Kashmir, India",Aligarh Muslim University,State Government,5ft 5in,SMM1572872,Muslim
,35,Brahmin,"Mathura, Uttar Pradesh, India",,,5ft 7in,matm1117517,Hindu
,35,,"Hyderabad, Andhra Pradesh, India",,,5ft 5in,hydm294291,Hindu
,35,Velaan/Vellalar,"Chennai, Tamil Nadu, India",,,5ft 11in,chem1376429,Hindu
,35,Bengali,"Rest of West Bengal, West Bengal, India",,,5ft 5in,wesm110428,Hindu
,35,Brahmin - Kokanastha,"Solapur, Maharashtra, India",,,5ft 3in,slam908912,Hindu
,35,Reddy,"Chennai, Tamil Nadu, India",,,5ft 9in,chem1289368,Hindu
,35,,"Delhi, Delhi, India",,,5ft 8in,delm291987,Hindu
,35,,"Delhi, Delhi, India",,,5ft 4in,delm290670,Hindu
,35,Sindhi,"Jhalawar, Rajasthan, India",,,5ft 8in,jham1226529,Hindu
,35,Kayastha,"Howrah, West Bengal, India",,,5ft 7in,howm1309369,Hindu
,35,Vishwakarma,"Varanasi, Uttar Pradesh, India",,,5ft 7in,varm1362119,Hindu
,35,Brahmin,"Ahmedabad, Gujarat, India",,,5ft 5in,ahem238964,Hindu
,35,Nepali,"Kolkata, West Bengal, India",,Others,5ft 8in,kolm1380615,Hindu
,35,Dheevara,"Thrissur, Kerala, India",Indira Gandhi National Open University (IGNOU),Private Sector,5ft 4in,SMM1557258,Hindu
,35,Rajput,"Chandigarh, Chandigarh, India",,,5ft 11in,cham1337214,Hindu
,35,Arora,"Mukatsar, Punjab, India",,,6ft,mukm1201345,Hindu
,35,,"Kolkata, West Bengal, India",,,5ft 7in,kolm496569,Hindu
,35,Brahmin,"Delhi, Delhi, India",,,5ft 7in,0007752261,Hindu
,35,Brahmin,"Koraput, Orissa, India",,MNC,5ft 9in,SMM1571288,Hindu
,35,Brahmin - Kumoani,,,MNC,5ft 8in,mohanpant,Hindu
,35,Bengali,,Other General University,Private Sector,6ft,SMM1411949,Hindu
,35,Gupta,"Bangalore, Karnataka, India",,,5ft 4in,banm526558,Hindu
,35,Protestant,"Gangtok, Sikkim, India",,,5ft 11in,ganm197337,Christian
,35,Brahmin,"Indore, Madhya Pradesh, India","Devi Ahilya University (DAVV), Indore",State Government,5ft 6in,SMM1570685,Hindu
,35,Naidu,"Bangalore, Karnataka, India",,Private Sector,5ft 4in,banm944629,Hindu
,35,Brahmin,"Delhi, Delhi, India",,,5ft 7in,delm226264,Hindu
,35,,"Hyderabad, Andhra Pradesh, India",,,5ft 6in,hydm287912,Buddhist
,35,Mali,"Vadodara, Gujarat, India",,,5ft 1in,barm1335311,Hindu
,35,,"Rest of Andhra Pradesh, Andhra Pradesh, India",,,5ft 6in,anpm346849,Hindu
,35,Brahmin,"Delhi, Delhi, India",,,5ft 9in,delm750591,Hindu
,35,Baishya,"Bhandara, Maharashtra, India",,Private Sector,5ft 4in,SMM1570518,Hindu
,35,Brahmin - Iyengar,"Chennai, Tamil Nadu, India",,,5ft 9in,chem1303920,Hindu
